,city,name,description
67,Colorado Springs,Colorado Springs,"Colorado Springs is a home rule municipality that is the largest city by area in Colorado as well as the county seat and the most populous municipality of El Paso County, Colorado, United States. It is in east central Colorado, on Fountain Creek, 60 miles (97 km) south of Denver.
At 6,035 feet (1,839 m) the city stands over 1 mile (1.6 km) above sea level, though some areas are significantly higher and lower. Colorado Springs is near the base of Pikes Peak, which rises 14,115 feet (4,302 m) above sea level on the eastern edge of the Southern Rocky Mountains.
The United States Air Force Academy opened just north of Colorado Springs in 1958. The city is home to 24 national sports governing bodies, including the United States Olympic Committee, the United States Olympic Training Center, and USA Hockey.
The city had an estimated population of 478,221 in 2019, and a metro population of approximately 738,939, making it Colorado's second most populous city, behind Denver, and the 39th most populous city in the United States. The Colorado Springs, CO Metropolitan Statistical Area had an estimated population of 712,327 in 2016. The city is in the Front Range Urban Corridor, an oblong region of urban population along the Front Range of the Rocky Mountains in Colorado and Wyoming, generally following Interstate 25.
The city covers 194.9 square miles (505 km2), making it the most extensive municipality in Colorado.
In 2020, Colorado Springs ranked #13 on the New York Times 52 Places to Go list and #10 in TripAdvisor's Top 25 Trending Destinations. In 2017 and 2018, Colorado Springs received several accolades. In 2018 U.S. News named it the most desirable place to live in the United States. The previous year, Colorado Springs placed second on U.S. News's list of the 125 Best Places to Live in the USA. The Metropolitan Policy Program at Brookings found that Colorado Springs was the fastest-growing city for millennials. Thumbtack's annual Small Business Friendliness Survey found Colorado Springs to be the fourth most business-friendly city in the country."
68,Charleston,"Charleston, South Carolina","Charleston is the largest city in the U.S. state of South Carolina. The city is the county seat of Charleston County, and the principal city in the Charleston–North Charleston–Summerville Metropolitan Statistical Area. The city lies just south of the geographical midpoint of South Carolina's coastline and is located on Charleston Harbor, an inlet of the Atlantic Ocean formed by the confluence of the Ashley, Cooper, and Wando rivers. Charleston had an estimated population of 138,458 as of September 2020. The estimated population of the Charleston metropolitan area, comprising Berkeley, Charleston, and Dorchester counties, was 802,122 residents as of July 1, 2019, the third-largest in the state and the 74th-largest metropolitan statistical area in the United States.
Charleston was founded in 1670 as Charles Town, honoring King Charles II of England. Its initial location at Albemarle Point on the west bank of the Ashley River (now Charles Towne Landing) was abandoned in 1680 for its present site, which became the fifth-largest city in North America within ten years. One of the key cities in the British colonization of the Americas, Charles Town played a major role in the slave trade, which laid the foundation for the city's size and wealth, and was dominated by a slavocracy of plantation owners and slave traders. Independent Charleston slave traders like Joseph Wragg were the first to break through the monopoly of the Royal African Company, pioneering the large-scale slave trade of the 18th century. Historians estimate that ""nearly half of all Africans brought to America arrived in Charleston"", most at Gadsden's Wharf. Despite its size, it remained unincorporated throughout the colonial period; its government was handled directly by a colonial legislature and a governor sent by London, England. Election districts were organized according to Anglican parishes, and some social services were managed by Anglican wardens and vestries.
Charleston adopted its present spelling with its incorporation as a city in 1783 at the close of the Revolutionary War. Population growth in the interior of South Carolina influenced the removal of the state government to Columbia in 1788, but the port city remained among the ten largest cities in the United States through the 1840 census. The only major antebellum American city to have a majority-enslaved population, Charleston was controlled by an oligarchy of white planters and merchants who successfully forced the federal government to revise its 1828 and 1832 tariffs during the Nullification Crisis and launched the Civil War in 1861 by seizing the Arsenal, Castle Pinckney, and Fort Sumter from their federal garrisons. In 2018, the city formally apologized for its role in the American Slave trade after CNN noted that slavery ""riddles the history"" of Charleston.Known for its strong tourism industry, in 2016 Travel + Leisure Magazine ranked Charleston as the best city in the world. The magazine has ranked Charleston the best city in the U.S. perpetually over the last few decades."
69,Grand Rapids,Grand Rapids,"Grand Rapids is the second-largest city in Michigan and the county seat of Kent County. Situated along the Grand River approximately 30 miles (48 km) east of Lake Michigan, it is the economic and cultural hub of West Michigan, the fastest growing major city in Michigan, and one of the fastest growing cities in the Midwest. According to 2019 US Census Bureau estimates, the city had a population of 201,013, while the greater metropolitan area had a population of 1,077,370, and a combined statistical area population of 1,412,470.A historic furniture-manufacturing center, Grand Rapids is home to five of the world's leading office furniture companies, and is nicknamed ""Furniture City"". Other nicknames include ""River City"" and more recently, ""Beer City"" (the latter given by USA Today and adopted by the city as a brand). The city and surrounding communities are economically diverse, based in the health care, information technology, automotive, aviation, and consumer goods manufacturing industries, among others.
Grand Rapids is the childhood home of U.S. President Gerald Ford, who is buried with his wife Betty on the grounds of the Gerald R. Ford Presidential Museum in the city. The city's main airport and one of its freeways are also named after him.

"
70,Mission Viejo,Mission Viejo,"Mission Viejo () is a commuter city located within Orange County, California, United States in the Saddleback Valley. Mission Viejo is considered one of the largest master-planned communities ever built under a single project in the United States and is rivaled only by Highlands Ranch, Colorado in its size. Its population as of 2019 was estimated at 94,381.Mission Viejo is suburban in nature and culture. The city consists of residential property, although there are a number of offices and businesses within the limits of the city. The city is known for its tree-lined neighborhoods, receiving recognition from the National Arbor Day Foundation. The city's name is a reference to Rancho Mission Viejo, a large Spanish land grant from which the community was founded."
71,Albany,Albany,"Albania ( (listen) a(w)l-BAY-nee-ə; Albanian: Shqipëri or Shqipëria; Gheg Albanian: Shqipni or Shqipnia also Shqypni or Shqypnia), officially the Republic of Albania (Albanian: Republika e Shqipërisë, pronounced [ɾɛpuˈblika ɛ ʃcipəˈɾiːsə]), is a country in Southeast Europe on the Adriatic and Ionian Sea within the Mediterranean Sea. It shares land borders with Montenegro to the northwest, Kosovo to the northeast, North Macedonia to the east, Greece to the south and maritime borders with Greece, Montenegro and Italy to the west.
Geographically, Albania displays varied climatic, geological, hydrological, and morphological conditions, defined in an area of 28,748 km2 (11,100 sq mi). It possesses significant diversity with the landscape ranging from the snow-capped mountains in the Albanian Alps as well as the Korab, Skanderbeg, Pindus and Ceraunian Mountains to the hot and sunny coasts of the Albanian Adriatic and Ionian Sea along the Mediterranean Sea.
Historically, Albania has been inhabited by numerous civilisations such as the Illyrians, Thracians, Ancient Greeks, Romans, Byzantines, Venetians and Ottomans. The Albanians established the autonomous Principality of Arbër in the 12th century. The Kingdom of Albania and Principality of Albania formed between the 13th and 14th centuries. Prior to the Ottoman conquest of Albania in the 15th century, the Albanian resistance to Ottoman expansion into Europe led by Gjergj Kastrioti Skanderbeg won them acclaim over most of Europe.
Between the 18th and 19th centuries, cultural developments, widely attributed to Albanians having gathered both spiritual and intellectual strength, conclusively led to the Albanian Renaissance. After the defeat of the Ottomans in the Balkan Wars, the modern nation state of Albania declared independence in 1912. In the 20th century, the Kingdom of Albania was invaded by Italy which formed Greater Albania before becoming a protectorate of Nazi Germany. Enver Hoxha formed Communist Albania after the Second World War and launched the Albanians on a path of oppression and decades of isolation. The Revolutions of 1991 concluded the fall of communism in Albania and eventually the establishment of the current Republic of Albania.
Politically, Albania is a unitary parliamentary constitutional republic and developing country with an upper-middle income economy dominated by the service sector, followed by manufacturing. It went through a process of transition following the end of communism in 1990, from centralized planning to a market-based economy. Albania provides universal health care and free primary and secondary education to its citizens.Albania is a member of the United Nations, World Bank, UNESCO, NATO, WTO, COE, OSCE, and OIC. It is an official candidate for membership in the European Union. It is one of the founding members of the Energy Community, including the Organization of the Black Sea Economic Cooperation and Union for the Mediterranean."
72,Knoxville,Knoxville,"Knoxville is a city in, and the county seat of, Knox County in the U.S. state of Tennessee. As of July 1, 2019, Knoxville's population was 187,603, making it the largest city in the East Tennessee Grand Division, and the state’s overall third largest city after Nashville and Memphis. Knoxville is the principal city of the Knoxville Metropolitan Statistical Area, which had an estimated population of 869,046 in 2019.First settled in 1786, Knoxville was the first capital of Tennessee. The city struggled with geographic isolation throughout the early 19th century. The arrival of the railroad in 1855 led to an economic boom. During the Civil War, the city was bitterly divided over the secession issue, and was occupied alternately by both Confederate and Union armies.  Following the war, Knoxville grew rapidly as a major wholesaling and manufacturing center.  The city's economy stagnated after the 1920s as the manufacturing sector collapsed, the downtown area declined and city leaders became entrenched in highly partisan political fights. Hosting the 1982 World's Fair helped reinvigorate the city, and revitalization initiatives by city leaders and private developers have had major successes in spurring growth in the city, especially the downtown area.Knoxville is the home of the flagship campus of the University of Tennessee, whose sports teams, the Tennessee Volunteers, are popular in the surrounding area. Knoxville is also home to the headquarters of the Tennessee Valley Authority, the Tennessee Supreme Court's courthouse for East Tennessee, and the corporate headquarters of several national and regional companies. As one of the largest cities in the Appalachian region, Knoxville has positioned itself in recent years as a repository of Appalachian culture and is one of the gateways to the Great Smoky Mountains National Park."
73,Baton Rouge,Baton Rouge,"Baton Rouge ( BAT-ən ROOZH; from French  Bâton-Rouge 'red stick') is the capital city of the U.S. state of Louisiana. On the eastern bank of the Mississippi River, it is the parish seat of East Baton Rouge Parish, the most-populous parish in Louisiana. Since 2019, the city of Baton Rouge was the 100th-most-populous city in the United States, and second-largest city in Louisiana after New Orleans. It is also the 16th-most-populous state capital. As of the U.S. Census Bureau's July 2019 estimate, Baton Rouge had a population of 220,236, down from 229,493 at the 2010 U.S. census. The city of Baton Rouge is the center of the Greater Baton Rouge area, the second-largest metropolitan area in Louisiana, with a population of 834,159 as of 2017, up from 802,484 in 2010 and 829,719 in 2015.The Baton Rouge area owes its historical importance to its strategic site upon the Istrouma Bluff, the first natural bluff upriver from the Mississippi River Delta at the Gulf of Mexico. This allowed development of a business quarter safe from seasonal flooding. In addition, the city built a levee system stretching from the bluff southward to protect the riverfront and low-lying agricultural areas. The city is a culturally rich center, with settlement by immigrants from numerous European nations and African peoples brought to North America as slaves or indentured servants. It was ruled by seven different governments: French, British, and Spanish in the colonial era; the Republic of West Florida, as a United States territory and state, Confederate, and United States again since the end of the American Civil War.
The city of Baton Rouge is a major industrial, petrochemical, medical, research, motion picture, and growing technology center of the American South. It is the location of Louisiana State University, the LSU System's flagship university and the largest institution of higher education in the state. It is also the location of Southern University, the flagship institution of the Southern University System, the only historically black college system in the U.S. The Port of Greater Baton Rouge is the 10th-largest in the United States in terms of tonnage shipped, and is the farthest upstream Mississippi River port capable of handling Panamax ships. Major corporations stimulating the economy of Baton Rouge and its metropolitan statistical area include Lamar Advertising Company, BBQGuys, Marucci Sports, Piccadilly Restaurants, Raising Cane's Chicken Fingers, ExxonMobil, and Dow Chemical Company."
74,Bakersfield,Bakersfield,"Bakersfield is a charter city in Kern County, California, United States. It is the county seat and largest city of Kern County. The city covers about 151 sq mi (390 km2) near the southern end of the San Joaquin Valley and the Central Valley region. Bakersfield's population as of the last official United States Census in 2010 is 347,483 making it the 52nd-most populous city in the United States of America and the 9th-most populous city in California. The Bakersfield–Delano Metropolitan Statistical Area, which includes all of Kern County, had a 2010 census population of 839,631, making it the 62nd-largest metropolitan area in the United States. The more built-up portion of the metro area that includes Bakersfield and areas immediately around the city, such as East Bakersfield, Oildale and Rosedale, has a population of 523,994.
Bakersfield is a significant hub for both agriculture and energy production. Kern County is the most productive oil-producing county and the fourth-most productive agricultural county (by value) in the United States. Industries in and around Bakersfield include natural gas and other energy extraction, mining, petroleum refining, distribution, food processing, and corporate regional offices. The city is also the birthplace of the country music genre known as the Bakersfield sound."
75,Ogden,"Ogden, Utah","Ogden  is a city and the county seat of Weber County, Utah, United States, approximately 10 miles (16 km) east of the Great Salt Lake and 40 miles (64 km) north of Salt Lake City. The population was 87,773 in 2019, according to the US Census Bureau, making it Utah's seventh largest city. The city served as a major railway hub through much of its history, and still handles a great deal of freight rail traffic which makes it a convenient location for manufacturing and commerce. Ogden is also known for its many historic buildings, proximity to the Wasatch Mountains, and as the location of Weber State University.
Ogden is a principal city of the Ogden–Clearfield, Utah Metropolitan Statistical Area (MSA), which includes all of Weber, Morgan, Davis, and Box Elder counties. The 2010 Census placed the Metro population at 597,159. In 2010, Forbes rated the Ogden-Clearfield MSA as the 6th best place to raise a family. Ogden has had a sister city relationship to Hof (Germany) since 1954. The current mayor is Mike Caldwell."
76,New Haven,New Haven,"New Haven is a coastal city in the U.S. state of Connecticut. It is located on New Haven Harbor on the northern shore of Long Island Sound in New Haven County, Connecticut, and is part of the New York metropolitan area. With a population of 129,779 as determined by the 2010 United States Census, it is the second-largest city in Connecticut after Bridgeport. New Haven is the principal municipality of Greater New Haven, which had a total population of 862,477 in 2010.New Haven was the first planned city in America. A year after its founding by English Puritans in 1638, eight streets were laid out in a four-by-four grid, creating what is commonly known as the ""Nine Square Plan"". The central common block is the New Haven Green, a 16-acre (6 ha) square at the center of Downtown New Haven.  The Green is now a National Historic Landmark, and the ""Nine Square Plan"" is recognized by the American Planning Association as a National Planning Landmark.New Haven is the home of Yale University. As New Haven's biggest taxpayer and employer, Yale serves as an integral part of the city's economy. Health care (hospitals and biotechnology), professional services (legal, architectural, marketing, and engineering), financial services, and retail trade also contribute to the city's economic activity.
The city served as co-capital of Connecticut from 1701 until 1873, when sole governance was transferred to the more centrally located city of Hartford.  New Haven has since billed itself as the ""Cultural Capital of Connecticut"" for its supply of established theaters, museums, and music venues. New Haven had the first public tree planting program in America, producing a canopy of mature trees (including some large elms) that gave the city the nickname ""The Elm City""."
77,Columbia,"Columbia, South Carolina","Columbia is the capital and second-largest city of the U.S. state of South Carolina, with a population estimate of 131,674 as of 2019. The city serves as the county seat of Richland County, and a portion of the city extends into neighboring Lexington County. It is the center of the Columbia metropolitan statistical area, which had a population of 767,598 as of the 2010 United States Census, growing to 832,666 by July 1, 2018, according to 2018 U.S. Census estimates. This makes it the 70th-largest metropolitan statistical area in the nation, as estimated by the United States Census Bureau as of July 1, 2018. The name Columbia is a poetic term used for the United States, originating from the name of Christopher Columbus.
The city is located about 13 miles (21 km) northwest of the geographic center of South Carolina, and is the primary city of the Midlands region of the state. It lies at the confluence of the Saluda River and the Broad River, which merge at Columbia to form the Congaree River. Columbia is home to the University of South Carolina, the state's flagship university and the largest in the state, and is also the site of Fort Jackson, the largest United States Army installation for Basic Combat Training. Columbia is also located 20 miles west of the site of McEntire Joint National Guard Base, which is operated by the U.S. Air Force and is used as a training base for the 169th Fighter Wing of the South Carolina Air National Guard. Columbia is also the location of the South Carolina State House, which is the center of government for the state. In 1860, the city was the location of the South Carolina Secession Convention, which marked the departure of the first state from the Union in the events leading up to the Civil War."
78,Akron,Akron,"Akron () is the fifth-largest city in the U.S. state of Ohio and is the county seat of Summit County. It is located on the western edge of the Glaciated Allegheny Plateau, about 30 miles (48 km) south of Cleveland. As of the 2019 Census estimate, the city proper had a total population of 197,597, making it the 125th largest city in the United States. The Greater Akron area, covering Summit and Portage counties, had an estimated population of 703,505.The city was founded in 1825 by Simon Perkins and Paul Williams, along the Little Cuyahoga River at the summit of the developing Ohio and Erie Canal. The name is derived from the Greek word signifying a summit or high point. It was briefly renamed South Akron after Eliakim Crosby founded nearby North Akron in 1833, until both merged into an incorporated village in 1836. In the 1910s, Akron doubled in population, making it the nation's fastest-growing city.
A long history of rubber and tire manufacturing, carried on today by The Goodyear Tire & Rubber Company, gave Akron the nickname ""Rubber Capital of the World"". It was once known as a center of airship development. Today, its economy includes manufacturing, education, healthcare, and biomedical research; leading corporations include Gojo Industries, FirstEnergy, Huntington Bank, and Charter Spectrum.
Notable historic events in Akron include the passage of the Akron School Law of 1847, which created the K–12 system; the popularization of the church architectural Akron Plan, the foundation of Alcoholics Anonymous, the Akron Experiment into preventing goiters with iodized salt, the 1983 Supreme Court case City of Akron v. Akron Center for Reproductive Health; and portions of the 2014 Gay Games.
A racially diverse city, it has seen noted racial relations speeches by Sojourner Truth in 1851 — the Ain't I A Woman? speech;  W. E. B. Du Bois in 1920; and President Bill Clinton in 1997. In 1914, Marcus Garvey founded the Universal Negro Improvement Association in Akron. Episodes of major civil unrest in Akron have included the riot of 1900, rubber strike of 1936, and the Wooster Avenue riots of 1968."
79,Provo,"Provo, Utah","Provo  is the third-largest city in Utah, United States. It is 43 miles (69 km) south of Salt Lake City along the Wasatch Front. Provo is the largest city and county seat of Utah County. It is home to Brigham Young University (BYU), and Sundance Resort is located just northeast of the city.
While Father Silvestre Vélez de Escalante, a Spanish Franciscan missionary-explorer, is considered the first European visitor to the area that would become Provo, the first permanent settlement was established in 1849 as Fort Utah. The name was changed to ""Provo"" in 1850, in honor of Étienne Provost, an early French-Canadian trapper. Provo's climate lies in the transition zone between a humid subtropical climate and humid continental climate, with high temperatures averaging between about 94 °F or 34.4 °C in the summer and 40 °F or 4.4 °C in the winter. Average annual precipitation (rain and snow) is just under 20 inches (51 cm). The population of Provo has grown from 2,030 in 1860 to an estimated 116,618 in 2019. The 2010 census showed slightly more females than males, with over 55% of the population living as couples, and almost 35% of households having children under the age of 18. Members of The Church of Jesus Christ of Latter-day Saints (LDS Church) comprise almost 82% of the city's population.
The economy in Provo is powered by many different businesses and organizations, including over 100 restaurants, two shopping malls, multiple universities and colleges, a number of small companies, and several large international businesses. Utah Valley Hospital is a Level II Trauma Center, and has several campuses of medical professionals surrounding it. America's Freedom Festival at Provo, held every May through July, is one of the largest Independence Day celebrations in the United States. Several cultural points of interest in the city include the Covey Center for the Arts, the LDS Church's Missionary Training Center (MTC), and the Provo City Library at Academy Square. Provo has two LDS Church temples: Provo Utah and Provo City Center, the latter being restored from the ruins of the Provo Tabernacle. The Utah Valley Convention Center is also located in downtown Provo. There are several museums located on the BYU campus.
Natural features include Bridal Veil Falls, Provo River, Utah Lake and Uinta-Wasatch-Cache National Forest. Timpanogos Cave National Monument is located several miles north of Provo. A number of national historic landmarks are located within Provo, including the Reed O. Smoot House. Provo is served by Utah Transit Authority, operator of the FrontRunner commuter rail and a bus service connected to the rest of the Wasatch Front. Amtrak stops at Provo station, providing daily access to its California Zephyr service. Interstate 15, U.S. 89 and U.S. 189 provide major road service to Provo. Air transportation is available to several US cities including Los Angeles, Phoenix/Mesa, and Tucson International Airports, at Utah's second busiest airport, Provo Municipal Airport."
80,Worcester,"Worcester, Massachusetts","Worcester ( (listen) WUUS-tər) is a city, and county seat of, Worcester County, Massachusetts, United States. Named after Worcester, Worcestershire, England, as of the 2010 Census the city's population was 181,045, making it the second-most populous city in New England after Boston. Worcester is approximately 40 miles (64 km) west of Boston, 50 miles (80 km) east of Springfield and 40 miles (64 km) north of Providence. Due to its location in Central Massachusetts, Worcester is known as the ""Heart of the Commonwealth,"" thus, a heart is the official symbol of the city. However, the heart symbol may also have its provenance in lore that the Valentine's Day card, although not invented in the city, was first mass-produced and popularized by Worcester resident Esther Howland.Worcester was considered its own distinct region apart from Boston until the 1970s. Since then, Boston's suburbs have been extending further westward, especially after the construction of Interstate 495 and Interstate 290. The Worcester region now marks the western periphery of the Boston-Worcester-Providence (MA-RI-NH) U.S. Census Combined Statistical Area (CSA), or Greater Boston. The city features many examples of Victorian-era mill architecture.

"
81,Mesa,"Mesa, Arizona","Mesa ( MAY-sə) is a city in Maricopa County, in the U.S. state of Arizona. It is a suburb about 20 miles (32 km) east of Phoenix in the East Valley section of the Phoenix Metropolitan Area. It is bordered by Tempe on the west, the Salt River Pima-Maricopa Indian Community on the north, Chandler and Gilbert on the south along with Queen Creek, and Apache Junction on the east.
Mesa is the largest suburban city by population in the United States, the third-largest city in Arizona after Phoenix and Tucson, the 35th-largest city in the US, and the largest city that is not a county seat. The city is home to 518,012 people as of 2019 according to the Census Bureau, which makes it more populous than Minneapolis, St. Louis, or Miami. Mesa is home to numerous higher education facilities including the Polytechnic campus of Arizona State University. It is also home to the largest relief airport in the Phoenix area, Phoenix-Mesa Gateway Airport, which is in the southeastern corner of the city.

"
82,Palm Bay,"Palm Bay, Florida","Palm Bay is a city in Brevard County, Florida. The city's population was 103,190 at the 2010 United States Census, making it the most populous city in the county. The historic section of the city lies on the mouth of the Turkey Creek and the Palm Bay. The newer section is mostly situated around Interstate 95 and the Tillman Canal.Palm Bay is a principal city of the Palm Bay−Melbourne−Titusville Metropolitan Statistical Area, which had a population of 543,376 at the 2010 census."
83,Toledo,"Toledo, Ohio","Toledo () is a city in and the county seat of Lucas County, Ohio, United States. A major Midwestern United States port city, Toledo is the fourth-most-populous city in the U.S. state of Ohio, after Columbus, Cleveland, and Cincinnati, and according to the 2010 census, the 71st-largest city in the United States.  With a population of 274,975, it is the principal city of the Toledo metropolitan area, it also serves as a major trade center for the Midwest; its port is the fifth busiest in the Great Lakes and 54th biggest in the United States. The city was founded in 1833 on the west bank of the Maumee River, and originally incorporated as part of Monroe County, Michigan Territory. It was re-founded in 1837, after the conclusion of the Toledo War, when it was incorporated in Ohio.
After the 1845 completion of the Miami and Erie Canal, Toledo grew quickly; it also benefited from its position on the railway line between New York City and Chicago. The first of many glass manufacturers arrived in the 1880s, eventually earning Toledo its nickname: ""The Glass City."" It has since become a city with a distinctive and growing art community, auto assembly businesses, education, thriving healthcare, and well-supported local sports teams. Downtown Toledo has been subject to major revitalization efforts, allowing a bustling entertainment district."
84,Murrieta,"Murrieta, California","Murrieta is a city in southwestern Riverside County, California, United States. The population of Murrieta was 103,466 at the 2010 census. Murrieta experienced a 133.7% population increase between 2000 and 2010, according to the most recent census, making Murrieta one of the fastest-growing cities in the state. This population boom in 2010 surpassed the population of the historically larger and more commercial city of Temecula to the south for the first time since the incorporation of either city. Temecula and Murrieta together form the southwestern anchor of the Inland Empire region. Largely residential in character, Murrieta is typically characterized as a bedroom community, with many residents commuting to jobs in San Diego County, Orange County, Los Angeles County, Temecula, and Camp Pendleton.
Murrieta is bordered by the city of Temecula to the south, the cities of Menifee and Wildomar to the north, and the unincorporated community of French Valley to the east.
Murrieta is located in the center of the Los Angeles-San Diego mega-region which contains a population of about 24 million people.
Murrieta's city motto is ""Gem of the Valley,"" and a diamond is prominently featured on its seal as well as various elements throughout the city, such as street signs and freeway interchanges."
85,Wichita,"Wichita, Kansas","Wichita ( WITCH-i-taw) is the largest city in the U.S. state of Kansas and the county seat of Sedgwick County. As of 2019, the estimated population of the city was 389,938. Wichita is the principal city of the Wichita metropolitan area which had an estimated population of 644,888 in 2018.Located in south-central Kansas on the Arkansas River, Wichita began as a trading post on the Chisholm Trail in the 1860s and was incorporated as a city in 1870. It became a destination for cattle drives traveling north from Texas to Kansas railroads, earning it the nickname ""Cowtown"".In the 1920s and 1930s, businessmen and aeronautical engineers established aircraft manufacturing companies in Wichita, including Beechcraft, Cessna, and Stearman Aircraft. The city became an aircraft production hub known as ""The Air Capital of the World."" Textron Aviation, Learjet, Airbus, and Spirit AeroSystems continue to operate design and manufacturing facilities in Wichita, and the city remains a major center of the American aircraft industry. Wichita is also home to McConnell Air Force Base, and Wichita Dwight D. Eisenhower National Airport, the largest airport in Kansas.
As an industrial hub, Wichita is a regional center of culture, media, and trade. It hosts several universities, large museums, theaters, parks, shopping centers, and entertainment venues, most notably Intrust Bank Arena and Century II Performing Arts & Convention Center. The city's Old Cowtown Museum maintains historical artifacts and exhibits the city's early history. Wichita State University is the third-largest post-secondary institution in the state."
86,Des Moines,"Des Moines, Iowa","Des Moines ( (listen)) is the capital and the most populous city in the U.S. state of Iowa. It is also the county seat of Polk County. A small part of the city extends into Warren County. It was incorporated on September 22, 1851, as Fort Des Moines, which was shortened to ""Des Moines"" in 1857. It is located on, and named after, the Des Moines River, which likely was adapted from the early French name, Rivière des Moines, meaning ""River of the Monks"". The city's population was 214,237 as of the 2019 population estimate. The six-county metropolitan area is ranked 83rd in terms of population in the United States with 699,292 residents according to the 2019 estimate by the United States Census Bureau, and is the largest metropolitan area fully located within the state. A portion of the larger Omaha, Nebraska, metropolitan area extends into three counties of southwest Iowa.Des Moines is a major center of the US insurance industry and has a sizable financial services and publishing business base. The city was credited as the ""number one spot for U.S. insurance companies"" in a Business Wire article and named the third-largest ""insurance capital"" of the world. The city is the headquarters for the Principal Financial Group, the Meredith Corporation, Ruan Transportation, TMC Transportation, EMC Insurance Companies, and Wellmark Blue Cross Blue Shield. Other major corporations such as Wells Fargo, Voya Financial, Nationwide Mutual Insurance Company, ACE Limited, Marsh, Monsanto, and Corteva have large operations in or near the metropolitan area. In recent years, Microsoft, Hewlett-Packard, and Facebook have built data-processing and logistical facilities in the Des Moines area. 
Des Moines is an important city in U.S. presidential politics; as the state's capital, it is the site of the first caucuses of the presidential primary cycle. Many presidential candidates set up campaign headquarters in Des Moines. A 2007 article in The New York Times said, ""If you have any desire to witness presidential candidates in the most close-up and intimate of settings, there is arguably no better place to go than Des Moines."""
87,Long Beach,"Long Beach, California","Long Beach is a city in the U.S. state of California located within the Los Angeles metropolitan area. It is the 43rd most populous city in the United States, with a population of 463,218 as of 2020. A charter city, Long Beach is the 7th most populous city in California.
Incorporated in 1897, Long Beach lies in Southern California, more precisely in the southern part of Los Angeles County. Long Beach is approximately 20 miles (32 km) south of downtown Los Angeles, and is part of the Gateway Cities region. The Port of Long Beach is the second busiest container port in the United States and is among the world's largest shipping ports. The city is over an oilfield with minor wells both directly beneath the city as well as offshore.
The city is known for its waterfront attractions, including the permanently docked RMS Queen Mary and the Aquarium of the Pacific. Long Beach also hosts the Grand Prix of Long Beach, currently an IndyCar race and the Long Beach Pride Festival and Parade. The California State University, Long Beach, one of the largest universities in California by enrollment, is located in the city."
88,Greenville,"Greenville, South Carolina","Greenville (; locally ) is a city in and the seat of Greenville County, South Carolina, United States. The city's mayor is Knox H. White, who has been in that position since December 1995. With an estimated population of 70,635 as of 2019, it is the sixth-largest city in the state. The population of the surrounding area was 400,492 as of 2010, making it the third-largest urban area in South Carolina as well as the fastest growing. Greenville is the largest city in the Greenville-Anderson-Mauldin Metropolitan Statistical Area. The MSA had a population of 920,477 in 2019, making it the largest in South Carolina and the third largest in the Carolinas. Greenville is the largest city in the Greenville-Spartanburg-Anderson Combined Statistical Area, a 10-county region of northwestern South Carolina known as ""The Upstate"". According to United States Census Bureau, the CSA had a population of 1,475,235 as of 2019, making it the largest CSA in the state.  Greenville is located approximately halfway between Atlanta and Charlotte, North Carolina, along Interstate 85, and its metropolitan area also includes Interstates 185 and 385.  Greenville was the fourth fastest-growing city in the United States between 2015 and 2016, according to the U.S. Census Bureau."
89,Little Rock,"Little Rock, Arkansas","Little Rock is the capital and most populous city of the U.S. state of Arkansas. As the county seat of Pulaski County, the city was incorporated on November 7, 1831, on the south bank of the Arkansas River close to the state's geographic center. The city derived its name from a rock formation along the river, named the ""Little Rock"" (French: La Petite Roche) by the French explorer Jean-Baptiste Bénard de la Harpe in the 1720s. The capital of the Arkansas Territory was moved to Little Rock from Arkansas Post in 1821. The city's population was 197,312 in 2019 according to the United States Census Bureau. The six-county Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area (MSA) is ranked 78th in terms of population in the United States with 738,344 residents according to the 2017 estimate by the United States Census Bureau.Little Rock is a cultural, economic, government, and transportation center within Arkansas and the South. Several cultural institutions are in Little Rock, such as the Arkansas Arts Center, the Arkansas Repertory Theatre, and the Arkansas Symphony Orchestra, in addition to hiking, boating, and other outdoor recreational opportunities. Little Rock's history is available through history museums, historic districts or neighborhoods like the Quapaw Quarter, and historic sites such as Little Rock Central High School. The city is the headquarters of Dillard's, Windstream Communications, Acxiom, Stephens Inc., University of Arkansas for Medical Sciences, Heifer International, Winrock International, the Clinton Foundation, and the Rose Law Firm. Other corporations, such as Amazon, Dassault Falcon Jet, LM Wind Power, Simmons Bank, Euronet Worldwide, AT&T, and Entergy have large operations in the city. State government is a large employer, with many offices downtown. Two major Interstate highways, Interstate 30 and Interstate 40, meet in Little Rock, with the Port of Little Rock serving as a shipping hub."
